n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
1716,19784,-115
1717,19794,-116
1718,19804,-117
1719,19815,-118
1720,19827,-119
1721,19840,-120
1722,19852,-121
1723,19866,-122
1724,19881,-123
1725,19898,-124
1726,19915,-125
1727,19937,-126
1728,19965,-127
1729,20013,-128
1730,20073,-127
1731,20119,-126
1732,20146,-125
1733,20168,-124
1734,20185,-123
1735,20202,-122
1736,20217,-121
1737,20231,-120
1738,20243,-119
1739,20256,-118
1740,20268,-117
1741,20279,-116
1742,20289,-115
1743,20299,-114
1744,20309,-113
1745,20319,-112
1746,20327,-111
1747,20336,-110
1748,20345,-109
1749,20354,-108
1750,20362,-107
1751,20370,-106
1752,20378,-105
1753,20386,-104
1754,20393,-103
1755,20401,-102
1756,20408,-101
1757,20416,-100
1758,20423,-99
1759,20430,-98
1760,20437,-97
1761,20444,-96
1762,20450,-95
1763,20457,-94
1764,20464,-93
1765,20471,-92
1766,20477,-91
1767,20483,-90
1768,20490,-89
1769,20496,-88
1770,20502,-87
1771,20508,-86
1772,20514,-85
1773,20521,-84
1774,20526,-83
1775,20532,-82
1776,20538,-81
1777,20544,-80
1778,20550,-79
1779,20556,-78
1780,20561,-77
1781,20567,-76
1782,20573,-75
1783,20578,-74
1784,20584,-73
1785,20590,-72
1786,20595,-71
1787,20600,-70
1788,20606,-69
1789,20612,-68
1790,20617,-67
1791,20622,-66
1792,20628,-65
1793,20633,-64
1794,20638,-63
1795,20644,-62
1796,20649,-61
1797,20654,-60
1798,20659,-59
1799,20664,-58
1800,20670,-57
1801,20675,-56
1802,20680,-55
1803,20685,-54
1804,20690,-53
1805,20696,-52
1806,20700,-51
1807,20706,-50
1808,20711,-49
1809,20716,-48
1810,20721,-47
1811,20726,-46
1812,20731,-45
1813,20736,-44
1814,20741,-43
1815,20746,-42
1816,20751,-41
1817,20756,-40
1818,20761,-39
1819,20766,-38
1820,20771,-37
1821,20776,-36
1822,20781,-35
1823,20786,-34
1824,20791,-33
1825,20796,-32
1826,20800,-31
1827,20806,-30
1828,20811,-29
1829,20816,-28
1830,20820,-27
1831,20825,-26
1832,20830,-25
1833,20835,-24
1834,20840,-23
1835,20845,-22
1836,20850,-21
1837,20855,-20
1838,20860,-19
1839,20865,-18
1840,20870,-17
1841,20875,-16
1842,20880,-15
1843,20885,-14
1844,20890,-13
1845,20895,-12
1846,20900,-11
1847,20905,-10
1848,20910,-9
1849,20915,-8
1850,20920,-7
1851,20925,-6
1852,20930,-5
1853,20935,-4
1854,20940,-3
1855,20945,-2
1856,20950,-1
1857,20956,0
1858,20961,1
1859,20966,2
1860,20971,3
1861,20976,4
1862,20981,5
1863,20987,6
1864,20992,7
1865,20997,8
1866,21002,9
1867,21008,10
1868,21013,11
1869,21019,12
1870,21024,13
1871,21029,14
1872,21035,15
1873,21040,16
1874,21045,17
1875,21051,18
1876,21057,19
1877,21063,20
1878,21068,21
1879,21074,22
1880,21079,23
1881,21085,24
1882,21091,25
1883,21097,26
1884,21102,27
1885,21109,28
1886,21114,29
1887,21120,30
1888,21126,31
1889,21133,32
1890,21138,33
1891,21145,34
1892,21151,35
1893,21158,36
1894,21164,37
1895,21170,38
1896,21177,39
1897,21184,40
1898,21190,41
1899,21197,42
1900,21204,43
1901,21211,44
1902,21217,45
1903,21225,46
1904,21232,47
1905,21240,48
1906,21247,49
1907,21255,50
1908,21262,51
1909,21271,52
1910,21278,53
1911,21287,54
1912,21295,55
1913,21304,56
1914,21312,57
1915,21322,58
1916,21331,59
1917,21342,60
1918,21351,61
1919,21362,62
1920,21373,63
1921,21385,64
1922,21396,65
1923,21409,66
1924,21423,67
1925,21438,68
1926,21453,69
1927,21471,70
1928,21492,71
1929,21519,72
1930,21554,73
1931,21650,72
1932,21684,71
1933,21710,70
1934,21731,69
1935,21749,68
1936,21764,67
1937,21779,66
1938,21793,65
1939,21806,64
1940,21817,63
1941,21829,62
1942,21840,61
1943,21851,60
1944,21860,59
1945,21870,58
1946,21880,57
1947,21889,56
1948,21897,55
1949,21906,54
1950,21915,53
1951,21923,52
1952,21931,51
1953,21939,50
1954,21947,49
1955,21955,48
1956,21962,47
1957,21969,46
1958,21977,45
1959,21984,44
1960,21990,43
1961,21998,42
1962,22004,41
1963,22011,40
1964,22018,39
1965,22024,38
1966,22031,37
1967,22038,36
1968,22044,35
1969,22050,34
1970,22057,33
1971,22063,32
1972,22069,31
1973,22075,30
1974,22081,29
1975,22087,28
1976,22093,27
1977,22099,26
1978,22105,25
1979,22111,24
1980,22116,23
1981,22122,22
1982,22128,21
1983,22134,20
1984,22139,19
1985,22144,18
1986,22150,17
1987,22156,16
1988,22161,15
1989,22166,14
1990,22172,13
1991,22177,12
1992,22183,11
1993,22188,10
1994,22193,9
1995,22199,8
1996,22204,7
1997,22209,6
1998,22215,5
1999,22220,4
2000,22225,3
2001,22230,2
2002,22235,1
2003,22241,0
2004,22245,-1
2005,22251,-2
2006,22256,-3
2007,22261,-4
2008,22266,-5
2009,22271,-6
2010,22276,-7
2011,22281,-8
2012,22286,-9
2013,22291,-10
2014,22296,-11
2015,22302,-12
2016,22306,-13
2017,22311,-14
2018,22316,-15
2019,22322,-16
2020,22326,-17
2021,22331,-18
2022,22336,-19
2023,22342,-20
2024,22346,-21
2025,22351,-22
2026,22356,-23
2027,22361,-24
2028,22366,-25
2029,22371,-26
2030,22376,-27
2031,22381,-28
2032,22386,-29
2033,22391,-30
2034,22396,-31
2035,22401,-32
2036,22406,-33
2037,22411,-34
2038,22416,-35
2039,22421,-36
2040,22425,-37
2041,22431,-38
2042,22436,-39
2043,22441,-40
2044,22445,-41
2045,22450,-42
2046,22456,-43
2047,22461,-44
2048,22465,-45
2049,22471,-46
2050,22476,-47
2051,22481,-48
2052,22486,-49
2053,22491,-50
2054,22496,-51
2055,22501,-52
2056,22506,-53
2057,22511,-54
2058,22516,-55
2059,22522,-56
2060,22527,-57
2061,22532,-58
2062,22537,-59
2063,22542,-60
2064,22547,-61
2065,22553,-62
2066,22558,-63
2067,22564,-64
2068,22569,-65
2069,22574,-66
2070,22579,-67
2071,22585,-68
2072,22590,-69
2073,22596,-70
2074,22601,-71
2075,22607,-72
2076,22612,-73
2077,22618,-74
2078,22623,-75
2079,22629,-76
2080,22634,-77
2081,22640,-78
2082,22646,-79
2083,22652,-80
2084,22658,-81
2085,22664,-82
2086,22670,-83
2087,22676,-84
2088,22681,-85
2089,22687,-86
2090,22694,-87
2091,22700,-88
2092,22706,-89
2093,22712,-90
2094,22719,-91
2095,22725,-92
2096,22731,-93
2097,22738,-94
2098,22745,-95
2099,22752,-96
2100,22758,-97
2101,22765,-98
2102,22772,-99
2103,22779,-100
2104,22786,-101
2105,22794,-102
2106,22801,-103
2107,22809,-104
2108,22816,-105
2109,22824,-106
2110,22832,-107
2111,22841,-108
2112,22848,-109
2113,22857,-110
2114,22866,-111
2115,22875,-112
2116,22884,-113
2117,22894,-114
2118,22904,-115
2119,22914,-116
2120,22924,-117
2121,22935,-118
2122,22947,-119
2123,22960,-120
2124,22972,-121
2125,22986,-122
2126,23002,-123
2127,23019,-124
2128,23036,-125
2129,23059,-126
2130,23088,-127
2131,23152,-128
2132,23178,-127
2133,23233,-126
2134,23262,-125
2135,23285,-124
2136,23302,-123
2137,23319,-122
2138,23334,-121
2139,23349,-120
2140,23360,-119
2141,23373,-118
2142,23385,-117
2143,23396,-116
2144,23406,-115
2145,23417,-114
2146,23427,-113
2147,23436,-112
2148,23445,-111
2149,23454,-110
2150,23463,-109
2151,23472,-108
2152,23480,-107
2153,23488,-106
2154,23496,-105
2155,23504,-104
2156,23511,-103
2157,23519,-102
2158,23526,-101
2159,23534,-100
2160,23541,-99
2161,23548,-98
2162,23555,-97
2163,23562,-96
2164,23569,-95
2165,23575,-94
2166,23582,-93
2167,23589,-92
2168,23595,-91
2169,23602,-90
2170,23608,-89
2171,23614,-88
2172,23620,-87
2173,23627,-86
2174,23633,-85
2175,23639,-84
2176,23645,-83
2177,23651,-82
2178,23657,-81
2179,23663,-80
2180,23668,-79
2181,23674,-78
2182,23680,-77
2183,23686,-76
2184,23691,-75
2185,23697,-74
2186,23702,-73
2187,23708,-72
2188,23713,-71
2189,23719,-70
2190,23725,-69
2191,23730,-68
2192,23735,-67
2193,23741,-66
2194,23746,-65
2195,23752,-64
2196,23757,-63
2197,23762,-62
2198,23767,-61
2199,23773,-60
2200,23778,-59
2201,23783,-58
2202,23788,-57
2203,23794,-56
2204,23799,-55
2205,23804,-54
2206,23809,-53
2207,23814,-52
2208,23819,-51
2209,23824,-50
2210,23829,-49
2211,23835,-48
2212,23839,-47
2213,23845,-46
2214,23850,-45
2215,23855,-44
2216,23860,-43
2217,23865,-42
2218,23870,-41
2219,23875,-40
2220,23880,-39
2221,23885,-38
2222,23890,-37
2223,23895,-36
2224,23899,-35
2225,23905,-34
2226,23910,-33
2227,23915,-32
2228,23919,-31
2229,23924,-30
2230,23929,-29
2231,23935,-28
2232,23939,-27
2233,23944,-26
2234,23949,-25
2235,23954,-24
2236,23959,-23
2237,23964,-22
2238,23969,-21
2239,23974,-20
2240,23979,-19
2241,23984,-18
2242,23989,-17
2243,23994,-16
2244,23999,-15
2245,24004,-14
2246,24009,-13
2247,24014,-12
2248,24019,-11
2249,24024,-10
2250,24029,-9
2251,24034,-8
2252,24039,-7
2253,24044,-6
2254,24049,-5
2255,24055,-4
2256,24059,-3
2257,24064,-2
2258,24070,-1
2259,24075,0
2260,24080,1
2261,24085,2
2262,24090,3
2263,24096,4
2264,24101,5
2265,24106,6
2266,24111,7
2267,24117,8
2268,24122,9
2269,24127,10
2270,24133,11
2271,24138,12
2272,24143,13
2273,24149,14
2274,24154,15
2275,24160,16
2276,24165,17
2277,24171,18
2278,24176,19
2279,24182,20
2280,24187,21
2281,24193,22
2282,24199,23
2283,24205,24
2284,24210,25
2285,24216,26
2286,24222,27
2287,24228,28
2288,24234,29
2289,24240,30
2290,24246,31
2291,24252,32
2292,24258,33
2293,24264,34
2294,24271,35
2295,24277,36
2296,24283,37
2297,24290,38
2298,24297,39
2299,24303,40
2300,24310,41
2301,24317,42
2302,24324,43
2303,24331,44
2304,24337,45
2305,24345,46
2306,24352,47
2307,24360,48
2308,24367,49
2309,24375,50
2310,24383,51
2311,24391,52
2312,24398,53
2313,24407,54
2314,24416,55
2315,24425,56
2316,24433,57
2317,24442,58
2318,24452,59
2319,24462,60
2320,24472,61
2321,24483,62
2322,24494,63
2323,24506,64
2324,24517,65
2325,24530,66
2326,24544,67
2327,24560,68
2328,24575,69
2329,24593,70
2330,24615,71
2331,24644,72
2332,24685,73
2333,24757,72
2334,24797,71
2335,24825,70
2336,24847,69
2337,24865,68
2338,24880,67
2339,24896,66
2340,24910,65
2341,24923,64
2342,24934,63
2343,24946,62
2344,24957,61
2345,24968,60
2346,24977,59
2347,24988,58
2348,24997,57
2349,25007,56
2350,25015,55
2351,25024,54
2352,25033,53
2353,25041,52
2354,25049,51
2355,25057,50
2356,25065,49
2357,25073,48
2358,25080,47
2359,25087,46
2360,25095,45
2361,25102,44
2362,25109,43
2363,25116,42
2364,25123,41
2365,25130,40
2366,25136,39
2367,25143,38
2368,25150,37
2369,25156,36
2370,25162,35
2371,25169,34
2372,25175,33
2373,25181,32
2374,25187,31
2375,25193,30
2376,25200,29
2377,25206,28
2378,25211,27
2379,25217,26
2380,25223,25
2381,25229,24
2382,25235,23
2383,25241,22
2384,25246,21
2385,25252,20
2386,25258,19
2387,25263,18
2388,25269,17
2389,25274,16
2390,25280,15
2391,25285,14
2392,25291,13
2393,25296,12
2394,25301,11
2395,25307,10
2396,25312,9
2397,25318,8
2398,25323,7
2399,25328,6
2400,25334,5
2401,25339,4
2402,25344,3
2403,25349,2
2404,25354,1
2405,25360,0
2406,25365,-1
2407,25370,-2
2408,25375,-3
2409,25380,-4
2410,25385,-5
2411,25390,-6
2412,25395,-7
2413,25401,-8
2414,25405,-9
2415,25411,-10
2416,25416,-11
2417,25421,-12
2418,25426,-13
2419,25431,-14
2420,25436,-15
2421,25441,-16
2422,25446,-17
2423,25451,-18
2424,25456,-19
2425,25461,-20
2426,25466,-21
2427,25471,-22
2428,25476,-23
2429,25481,-24
2430,25485,-25
2431,25490,-26
2432,25495,-27
2433,25501,-28
2434,25505,-29
2435,25510,-30
2436,25515,-31
2437,25520,-32
2438,25525,-33
2439,25530,-34
2440,25535,-35
2441,25540,-36
2442,25545,-37
2443,25550,-38
2444,25555,-39
2445,25560,-40
2446,25565,-41
2447,25570,-42
2448,25575,-43
2449,25580,-44
2450,25585,-45
2451,25590,-46
2452,25595,-47
2453,25600,-48
2454,25605,-49
2455,25610,-50
2456,25616,-51
2457,25621,-52
2458,25626,-53
2459,25631,-54
2460,25636,-55
2461,25641,-56
2462,25646,-57
2463,25652,-58
2464,25657,-59
2465,25662,-60
2466,25667,-61
2467,25673,-62
2468,25678,-63
2469,25683,-64
2470,25688,-65
2471,25694,-66
2472,25699,-67
2473,25705,-68
2474,25710,-69
2475,25716,-70
2476,25721,-71
2477,25727,-72
2478,25732,-73
2479,25738,-74
2480,25743,-75
2481,25749,-76
2482,25755,-77
2483,25760,-78
2484,25766,-79
2485,25772,-80
2486,25778,-81
2487,25784,-82
2488,25790,-83
2489,25796,-84
2490,25801,-85
2491,25808,-86
2492,25814,-87
2493,25820,-88
2494,25826,-89
2495,25833,-90
2496,25839,-91
2497,25846,-92
2498,25852,-93
2499,25859,-94
2500,25865,-95
2501,25872,-96
2502,25879,-97
2503,25886,-98
2504,25893,-99
2505,25900,-100
2506,25907,-101
2507,25914,-102
2508,25922,-103
2509,25930,-104
2510,25937,-105
2511,25945,-106
2512,25953,-107
2513,25962,-108
2514,25970,-109
2515,25978,-110
2516,25987,-111
2517,25997,-112
2518,26005,-113
2519,26015,-114
2520,26025,-115
2521,26036,-116
2522,26046,-117
2523,26057,-118
2524,26069,-119
2525,26082,-120
2526,26095,-121
2527,26109,-122
2528,26125,-123
2529,26142,-124
2530,26160,-125
2531,26184,-126
2532,26216,-127
2533,26345,-126
2534,26376,-125
2535,26400,-124
2536,26418,-123
2537,26435,-122
2538,26451,-121
2539,26465,-120
2540,26477,-119
2541,26490,-118
2542,26502,-117
2543,26514,-116
2544,26524,-115
2545,26534,-114
2546,26544,-113
2547,26554,-112
2548,26563,-111
2549,26572,-110
2550,26581,-109
2551,26590,-108
2552,26598,-107
2553,26606,-106
2554,26614,-105
2555,26622,-104
2556,26630,-103
2557,26637,-102
2558,26645,-101
2559,26652,-100
2560,26659,-99
2561,26667,-98
2562,26674,-97
2563,26681,-96
2564,26687,-95
2565,26694,-94
2566,26701,-93
2567,26708,-92
2568,26714,-91
2569,26720,-90
2570,26727,-89
2571,26733,-88
2572,26739,-87
2573,26745,-86
2574,26752,-85
2575,26758,-84
2576,26763,-83
2577,26770,-82
2578,26776,-81
2579,26782,-80
2580,26787,-79
2581,26793,-78
2582,26799,-77
2583,26805,-76
2584,26810,-75
2585,26816,-74
2586,26822,-73
2587,26827,-72
2588,26833,-71
2589,26838,-70
2590,26844,-69
2591,26849,-68
2592,26854,-67
2593,26860,-66
2594,26865,-65
2595,26871,-64
2596,26876,-63
2597,26881,-62
2598,26887,-61
2599,26892,-60
2600,26897,-59
2601,26902,-58
2602,26908,-57
2603,26913,-56
2604,26918,-55
2605,26923,-54
2606,26928,-53
2607,26934,-52
2608,26939,-51
2609,26944,-50
2610,26949,-49
2611,26954,-48
2612,26959,-47
2613,26964,-46
2614,26969,-45
2615,26975,-44
2616,26979,-43
2617,26984,-42
2618,26989,-41
2619,26995,-40
2620,26999,-39
2621,27004,-38
2622,27009,-37
2623,27015,-36
2624,27019,-35
2625,27024,-34
2626,27029,-33
2627,27035,-32
2628,27039,-31
2629,27044,-30
2630,27049,-29
2631,27054,-28
2632,27059,-27
2633,27064,-26
2634,27069,-25
2635,27074,-24
2636,27079,-23
2637,27084,-22
2638,27089,-21
2639,27094,-20
2640,27099,-19
2641,27104,-18
2642,27109,-17
2643,27114,-16
2644,27119,-15
2645,27124,-14
2646,27129,-13
2647,27134,-12
2648,27139,-11
2649,27144,-10
2650,27149,-9
2651,27154,-8
2652,27159,-7
2653,27164,-6
2654,27169,-5
2655,27175,-4
2656,27179,-3
2657,27185,-2
2658,27190,-1
2659,27195,0
2660,27200,1
2661,27205,2
2662,27211,3
2663,27216,4
2664,27221,5
2665,27226,6
2666,27232,7
2667,27237,8
2668,27242,9
2669,27247,10
2670,27253,11
2671,27258,12
2672,27264,13
2673,27269,14
2674,27275,15
2675,27280,16
2676,27285,17
2677,27291,18
2678,27297,19
2679,27303,20
2680,27308,21
2681,27314,22
2682,27319,23
2683,27325,24
2684,27331,25
2685,27337,26
2686,27343,27
2687,27349,28
2688,27354,29
2689,27361,30
2690,27367,31
2691,27373,32
2692,27379,33
2693,27385,34
2694,27392,35
2695,27398,36
2696,27404,37
2697,27411,38
2698,27418,39
2699,27424,40
2700,27431,41
2701,27438,42
2702,27445,43
2703,27452,44
2704,27459,45
2705,27466,46
2706,27473,47
2707,27481,48
2708,27488,49
2709,27496,50
2710,27504,51
2711,27512,52
2712,27520,53
2713,27529,54
2714,27537,55
2715,27546,56
2716,27555,57
2717,27564,58
2718,27574,59
2719,27584,60
2720,27594,61
2721,27605,62
2722,27616,63
2723,27628,64
2724,27640,65
2725,27653,66
2726,27667,67
2727,27683,68
2728,27699,69
2729,27718,70
2730,27741,71
2731,27772,72
2732,27909,71
2733,27939,70
2734,27962,69
2735,27981,68
2736,27997,67
2737,28012,66
2738,28027,65
2739,28040,64
2740,28052,63
2741,28064,62
2742,28075,61
2743,28086,60
2744,28095,59
2745,28106,58
2746,28115,57
2747,28125,56
2748,28133,55
2749,28142,54
2750,28151,53
2751,28160,52
2752,28167,51
2753,28175,50
2754,28183,49
2755,28191,48
2756,28198,47
2757,28206,46
2758,28214,45
2759,28221,44
2760,28228,43
2761,28235,42
2762,28242,41
2763,28249,40
2764,28255,39
2765,28262,38
2766,28269,37
2767,28275,36
2768,28281,35
2769,28288,34
2770,28294,33
2771,28301,32
2772,28306,31
2773,28313,30
2774,28319,29
2775,28325,28
2776,28331,27
2777,28337,26
2778,28343,25
2779,28349,24
2780,28354,23
2781,28360,22
2782,28366,21
2783,28372,20
2784,28377,19
2785,28383,18
2786,28388,17
2787,28394,16
2788,28399,15
2789,28405,14
2790,28410,13
2791,28416,12
2792,28421,11
2793,28427,10
2794,28432,9
2795,28437,8
2796,28442,7
2797,28448,6
2798,28453,5
2799,28459,4
2800,28464,3
2801,28469,2
2802,28474,1
2803,28479,0
2804,28484,-1
2805,28490,-2
2806,28495,-3
2807,28500,-4
2808,28505,-5
2809,28510,-6
2810,28515,-7
2811,28520,-8
2812,28525,-9
2813,28530,-10
2814,28536,-11
2815,28541,-12
2816,28545,-13
2817,28551,-14
2818,28556,-15
2819,28561,-16
2820,28566,-17
2821,28571,-18
2822,28576,-19
2823,28581,-20
2824,28585,-21
2825,28591,-22
2826,28596,-23
2827,28601,-24
2828,28605,-25
2829,28611,-26
2830,28616,-27
2831,28621,-28
2832,28625,-29
2833,28630,-30
2834,28635,-31
2835,28641,-32
2836,28645,-33
2837,28650,-34
2838,28655,-35
2839,28661,-36
2840,28665,-37
2841,28670,-38
2842,28675,-39
2843,28680,-40
2844,28685,-41
2845,28690,-42
2846,28695,-43
2847,28701,-44
2848,28709,-45
2849,28711,-46
2850,28716,-47
2851,28721,-48
2852,28726,-49
2853,28731,-50
2854,28736,-51
2855,28741,-52
2856,28746,-53
2857,28751,-54
2858,28757,-55
2859,28762,-56
2860,28767,-57
2861,28772,-58
2862,28777,-59
2863,28783,-60
2864,28788,-61
2865,28793,-62
2866,28799,-63
2867,28804,-64
2868,28809,-65
2869,28814,-66
2870,28820,-67
2871,28825,-68
2872,28831,-69
2873,28836,-70
2874,28842,-71
2875,28847,-72
2876,28853,-73
2877,28858,-74
2878,28864,-75
2879,28870,-76
2880,28875,-77
2881,28881,-78
2882,28887,-79
2883,28893,-80
2884,28898,-81
2885,28905,-82
2886,28911,-83
2887,28917,-84
2888,28922,-85
2889,28929,-86
2890,28935,-87
2891,28941,-88
2892,28947,-89
2893,28954,-90
2894,28960,-91
2895,28967,-92
2896,28973,-93
2897,28980,-94
2898,28986,-95
2899,28993,-96
2900,29000,-97
2901,29007,-98
2902,29014,-99
2903,29021,-100
2904,29028,-101
2905,29036,-102
2906,29043,-103
2907,29051,-104
2908,29058,-105
2909,29066,-106
2910,29075,-107
2911,29083,-108
2912,29091,-109
2913,29100,-110
2914,29109,-111
2915,29118,-112
2916,29127,-113
2917,29137,-114
2918,29147,-115
2919,29158,-116
2920,29168,-117
2921,29180,-118
2922,29192,-119
2923,29205,-120
2924,29217,-121
2925,29232,-122
2926,29248,-123
2927,29266,-124
2928,29284,-125
2929,29310,-126
2930,29344,-127
2931,29458,-126
2932,29492,-125
2933,29517,-124
2934,29535,-123
2935,29553,-122
2936,29568,-121
2937,29583,-120
2938,29596,-119
2939,29609,-118
2940,29621,-117
2941,29632,-116
2942,29642,-115
2943,29653,-114
2944,29663,-113
2945,29673,-112
2946,29682,-111
2947,29691,-110
2948,29700,-109
2949,29709,-108
2950,29717,-107
2951,29725,-106
2952,29734,-105
2953,29742,-104
2954,29749,-103
2955,29757,-102
2956,29764,-101
2957,29772,-100
2958,29779,-99
2959,29786,-98
